P,Player,Week,Team,Opp,Opp Rank,FDSal,,DK Salary,FD Points,DK Points,DK Multiplier
WR,Brandon Aiyuk,4,SF,SEA,20,5700,5000,5,2,2.5,0.5
WR,Willie Snead IV,4,LV,LAC,2,4800,3000,3,2,2.5,0.8
WR,Tom Kennedy,6,DET,CIN,16,4500,3000,3,2,2.5,0.8
WR,Jalen Guyton,6,LAC,BAL,9,4800,3400,3.4,2,2.5,0.7
WR,DeVonta Smith,8,PHI,DET,25,6200,5500,5.5,2,2.5,0.5
WR,K.J. Osborn,8,MIN,DAL,28,5500,3800,3.8,2,3,0.8
WR,Collin Johnson,8,NYG,KC,23,4800,3000,3,2,3,1.0
WR,Rondale Moore,8,ARI,GB,12,5400,4000,4,2,4.5,1.1
WR,Anthony Schwartz,9,CLE,CIN,15,4600,3000,3,2,2.5,0.8
WR,Isaiah McKenzie,9,BUF,JAX,24,4600,3000,3,2,3,1.0
WR,Terrace Marshall Jr.,10,CAR,ARI,19,4800,3200,3.2,2,2,0.6
WR,Cam Sims,10,WAS,TB,21,4700,3000,3,2,3,1.0
WR,Randall Cobb,11,GB,MIN,26,5400,4400,4.4,2,2.5,0.6
WR,Robby Anderson,12,CAR,MIA,30,5400,4700,4.7,2,2.5,0.5
WR,Devin Duvernay,12,BAL,CLE,16,5200,3800,3.8,2,2.5,0.7
WR,Donovan Peoples-Jones,12,CLE,BAL,20,5300,4300,4.3,2,3,0.7
WR,Dee Eskridge,12,SEA,WAS,30,4600,3000,3,2,3,1.0
WR,Jaydon Mickens,13,JAX,LAR,17,4500,3000,3,2,3,1.0
WR,Joshua Palmer,15,LAC,KC,10,5200,3200,3.2,2,2.5,0.8
WR,Isaiah McKenzie,15,BUF,CAR,5,4600,3000,3,2,2.5,0.8
WR,Van Jefferson,2,LAR,IND,28,4900,3500,3.5,1.9,2.4,0.7
WR,Willie Snead IV,2,LV,PIT,18,4800,3400,3.4,1.9,2.4,0.7
WR,Auden Tate,3,CIN,PIT,22,4500,3000,3,1.9,2.4,0.8
WR,Parris Campbell,3,IND,TEN,32,4800,3300,3.3,1.9,2.9,0.9
WR,Jauan Jennings,4,SF,SEA,20,4600,3000,3,1.9,2.4,0.8
WR,Amari Rodgers,6,GB,CHI,24,4600,3000,3,1.9,2.4,0.8
WR,KhaDarel Hodge,6,DET,CIN,16,4700,3000,3,1.9,2.9,1.0
WR,Nick Westbrook-Ikhine,9,TEN,LAR,8,5200,3400,3.4,1.9,2.4,0.7
WR,Quez Watkins,9,PHI,LAC,2,5400,3800,3.8,1.9,2.9,0.8
WR,Frank Darby,10,ATL,DAL,26,4600,3000,3,1.9,2.4,0.8
WR,Zach Pascal,10,IND,JAX,23,5600,4500,4.5,1.9,2.9,0.6
WR,Dez Fitzpatrick,12,TEN,NE,5,5000,3200,3.2,1.9,2.4,0.8
WR,A.J. Green,13,ARI,CHI,26,5600,5000,5,1.9,2.4,0.5
WR,DeSean Jackson,13,LV,WAS,29,5200,4200,4.2,1.9,2.4,0.6
WR,Byron Pringle,13,KC,DEN,13,5300,3100,3.1,1.9,2.4,0.8
WR,Chase Claypool,15,PIT,TEN,31,6400,5900,5.9,1.9,1.9,0.3
WR,Mike Evans,15,TB,NO,25,7400,7200,7.2,1.9,2.4,0.3
WR,Equanimeous St. Brown,17,GB,MIN,32,4800,3000,3,1.9,2.4,0.8
WR,Van Jefferson,21,LAR,SF,18,5200,3900,3.9,1.9,2.9,0.7
WR,Dax Milne,16,WAS,DAL,25,4600,3000,3,1.9,2.4,0.8
WR,Jeff Smith,17,NYJ,TB,13,4600,3000,3,1.8,2.3,0.8
WR,Olamide Zaccheaus,17,ATL,BUF,1,5100,3600,3.6,1.8,2.8,0.8
WR,Dazz Newsome,18,CHI,MIN,32,4500,3000,3,1.8,2.3,0.8
WR,Trent Sherfield,18,SF,LAR,7,4600,3000,3,1.8,2.3,0.8
WR,Jauan Jennings,21,SF,LAR,17,4900,3200,3.2,1.8,2.8,0.9
WR,Jake Kumerow,16,BUF,NE,4,4500,3000,3,1.8,2.3,0.8
WR,Chris Conley,2,HOU,CLE,20,4900,3100,3.1,1.8,2.3,0.7
WR,Marquez Callaway,2,NO,CAR,22,5700,4200,4.2,1.8,2.8,0.7
WR,Corey Davis,2,NYJ,NE,6,6400,5300,5.3,1.8,2.8,0.5
WR,Cameron Batson,3,TEN,IND,30,4500,3000,3,1.8,2.3,0.8
WR,Jeff Smith,3,NYJ,DEN,12,4500,3000,3,1.8,2.3,0.8
WR,KhaDarel Hodge,4,DET,CHI,24,4500,3000,3,1.8,2.3,0.8
WR,Kendall Hinton,4,DEN,BAL,17,6000,3000,3,1.8,2.3,0.8
WR,A.J. Green,5,ARI,SF,17,5700,5100,5.1,1.8,2.3,0.5
WR,John Ross,5,NYG,DAL,30,5200,3400,3.4,1.8,2.3,0.7
WR,Anthony Schwartz,6,CLE,ARI,23,4700,3000,3,1.8,2.8,0.9
WR,Olamide Zaccheaus,7,ATL,MIA,30,5300,3700,3.7,1.8,2.3,0.6
WR,Kirk Merritt,9,MIA,HOU,22,4500,3000,3,1.8,2.3,0.8
WR,Alex Erickson,12,CAR,MIA,30,4600,3000,3,1.8,2.3,0.8
WR,J.J. Arcega-Whiteside,12,PHI,NYG,18,4800,3000,3,1.8,2.3,0.8
WR,DK Metcalf,12,SEA,WAS,30,7300,6500,6.5,1.8,2.3,0.4
WR,Curtis Samuel,12,WAS,SEA,9,5000,4100,4.1,1.8,2.3,0.6
WR,Marquez Callaway,13,NO,DAL,27,5700,4700,4.7,1.8,2.3,0.5
WR,Chester Rogers,14,TEN,JAX,26,5200,3400,3.4,1.8,2.3,0.7
WR,Andy Isabella,15,ARI,DET,13,4500,3000,3,1.8,2.3,0.8
WR,Cam Sims,15,WAS,PHI,5,5000,3200,3.2,1.8,2.3,0.7
WR,Amari Cooper,15,DAL,NYG,23,7000,6400,6.4,1.8,2.8,0.4
WR,C.J. Board,5,NYG,DAL,30,4700,3000,3,1.7,2.7,0.9
WR,Marquise Goodwin,6,CHI,GB,11,4700,3000,3,1.7,2.2,0.7
WR,Penny Hart,6,SEA,PIT,31,4800,3000,3,1.7,2.2,0.7
WR,Olamide Zaccheaus,8,ATL,CAR,12,5100,3400,3.4,1.7,2.2,0.6
WR,Byron Pringle,8,KC,NYG,17,5300,3700,3.7,1.7,2.2,0.6
WR,Tajaé Sharpe,9,ATL,NO,28,5500,4200,4.2,1.7,2.2,0.5
WR,Mike Thomas,11,CIN,LV,6,4600,3000,3,1.7,2.2,0.7
WR,Kenny Golladay,11,NYG,TB,18,5800,5100,5.1,1.7,2.2,0.4
WR,Bryan Edwards,12,LV,DAL,19,5300,3900,3.9,1.7,2.2,0.6
WR,Mecole Hardman,13,KC,DEN,13,5500,3700,3.7,1.7,2.2,0.6
WR,Jakeem Grant Sr.,15,CHI,MIN,32,5200,3900,3.9,1.7,1.7,0.4
WR,David Sills V,17,NYG,CHI,26,4600,3000,3,1.7,2.2,0.7
WR,Trent Sherfield,17,SF,HOU,20,4600,3000,3,1.7,2.2,0.7
WR,Juwann Winfree,17,GB,MIN,32,4500,3000,3,1.7,2.2,0.7
WR,Tavon Austin,17,JAX,NE,5,5000,3400,3.4,1.7,3.2,0.9
WR,Stanley Morgan,18,CIN,CLE,10,4700,3000,3,1.6,2.1,0.7
WR,Josh Reynolds,18,DET,GB,12,5100,4300,4.3,1.6,2.1,0.5
WR,Jody Fortson,2,KC,BAL,21,4000,2500,2.5,1.6,2.1,0.8
WR,Albert Wilson,4,MIA,IND,28,4500,3100,3.1,1.6,2.1,0.7
WR,Mike Williams,4,LAC,LV,12,7800,7200,7.2,1.6,2.1,0.3
WR,Josh Gordon,5,KC,BUF,1,5000,3000,3,1.6,2.1,0.7
WR,Allen Lazard,5,GB,CIN,15,5100,3700,3.7,1.6,2.6,0.7
WR,Tre'Quan Smith,7,NO,SEA,26,5000,3800,3.8,1.6,2.1,0.6
WR,Tyler Boyd,9,CIN,CLE,20,5900,5000,5,1.6,2.1,0.4
WR,Albert Wilson,9,MIA,HOU,22,4600,3000,3,1.6,2.1,0.7
WR,John Ross,11,NYG,TB,18,5200,3300,3.3,1.6,1.6,0.5
WR,Laquon Treadwell,11,JAX,SF,10,4700,3000,3,1.6,2.1,0.7
WR,Malik Turner,11,DAL,KC,20,4700,3000,3,1.6,2.1,0.7
WR,Isaiah Ford,12,MIA,CAR,4,5000,3000,3,1.6,2.1,0.7
WR,Braxton Berrios,13,NYJ,PHI,3,4900,3000,3,1.6,2.1,0.7
WR,Cole Beasley,13,BUF,NE,5,5700,4400,4.4,1.6,2.1,0.5
WR,Tavon Austin,15,JAX,HOU,22,4900,3200,3.2,1.6,2.1,0.7
WR,DeSean Jackson,15,LV,CLE,10,5200,8700,8.7,1.6,2.1,0.2
WR,Marquise Goodwin,2,CHI,CIN,29,4700,3500,3.5,1.5,2,0.6
WR,Ashton Dulin,2,IND,LAR,3,4500,3000,3,1.5,2,0.7
WR,Deonte Harris,2,NO,CAR,22,5400,3900,3.9,1.5,2,0.5
WR,Jalen Reagor,2,PHI,SF,7,5200,4100,4.1,1.5,2.5,0.6
WR,N'Keal Harry,4,NE,TB,32,5000,3000,3,1.5,2,0.7
WR,Cameron Batson,5,TEN,JAX,19,5000,3000,3,1.5,1.5,0.5
WR,Mack Hollins,5,MIA,TB,31,4500,3000,3,1.5,2,0.7
WR,Chris Conley,6,HOU,IND,30,5200,3300,3.3,1.5,2,0.6
WR,Damiere Byrd,7,CHI,TB,25,4700,3000,3,1.5,2,0.7
WR,Tyron Johnson,8,JAX,SEA,13,4600,3000,3,1.5,2,0.7
WR,Braxton Berrios,9,NYJ,IND,25,4900,3000,3,1.5,2.5,0.8
WR,Nick Westbrook-Ikhine,10,TEN,NO,30,5300,3200,3.2,1.5,2,0.6
WR,Chris Moore,11,HOU,TEN,32,4900,3000,3,1.5,2,0.7
WR,Malik Turner,13,DAL,NO,26,4600,3000,3,1.5,2,0.7
WR,Rondale Moore,13,ARI,CHI,26,5500,4700,4.7,1.5,2,0.4
WR,Albert Wilson,15,MIA,NYJ,10,5000,3400,3.4,1.5,2,0.6
WR,Tarik Black,18,NYJ,BUF,1,4500,3000,3,1.5,2,0.7
WR,Greg Dortch,18,ARI,SEA,9,4700,3000,3,1.5,2.5,0.8
WR,Tee Higgins,19,CIN,LV,5,6900,6200,6.2,1.5,2,0.3
WR,Marvin Hall,16,ATL,DET,15,4500,3000,3,1.5,2,0.7
WR,Dazz Newsome,16,CHI,SEA,7,4500,3000,3,1.5,2,0.7
WR,Isaiah McKenzie,17,BUF,ATL,28,5200,4300,4.3,1.4,1.9,0.4
WR,Gunner Olszewski,17,NE,JAX,18,4500,3000,3,1.4,1.9,0.6
WR,Trenton Irwin,18,CIN,CLE,10,4500,3000,3,1.4,1.9,0.6
WR,Chester Rogers,18,TEN,HOU,23,4900,3300,3.3,1.4,2.4,0.7
WR,Freddie Swain,16,SEA,CHI,29,4800,3400,3.4,1.4,1.9,0.6
WR,Adam Humphries,16,WAS,DAL,25,5100,3900,3.9,1.4,2.4,0.6
WR,Jarvis Landry,2,CLE,HOU,26,6800,6300,6.3,1.4,1.9,0.3
WR,Danny Amendola,2,HOU,CLE,20,4700,3600,3.6,1.4,1.9,0.5
WR,Trent Sherfield,2,SF,PHI,1,4700,3200,3.2,1.4,1.9,0.6
WR,Darnell Mooney,3,CHI,CLE,17,5600,4300,4.3,1.4,1.9,0.4
WR,KhaDarel Hodge,3,DET,BAL,26,4500,3000,3,1.4,1.9,0.6
WR,Noah Brown,3,DAL,PHI,1,4500,3000,3,1.4,1.9,0.6
WR,Rondale Moore,3,ARI,JAX,21,5600,5000,5,1.4,2.4,0.5
WR,Freddie Swain,5,SEA,LAR,16,5300,3600,3.6,1.4,1.9,0.5
WR,N'Keal Harry,5,NE,HOU,7,5000,3000,3,1.4,1.9,0.6
WR,Terrace Marshall Jr.,6,CAR,MIN,18,4900,3500,3.5,1.4,1.9,0.5
WR,James Washington,6,PIT,SEA,26,5200,4000,4,1.4,1.9,0.5
WR,Devin Duvernay,7,BAL,CIN,10,5200,3600,3.6,1.4,1.9,0.5
WR,Trent Sherfield,7,SF,IND,26,4700,3000,3,1.4,1.9,0.6
WR,Brandon Aiyuk,7,SF,IND,26,5700,4300,4.3,1.4,1.9,0.4
WR,Jeff Smith,8,NYJ,CIN,11,4500,3000,3,1.4,1.9,0.6
WR,Chester Rogers,10,TEN,NO,30,5000,3100,3.1,1.4,1.9,0.6
WR,Nico Collins,11,HOU,TEN,32,5200,3300,3.3,1.4,1.9,0.6
WR,Deonte Harris,12,NO,BUF,1,5200,3700,3.7,1.4,1.9,0.5
WR,Pharoh Cooper,12,NYG,PHI,3,4500,3000,3,1.4,1.9,0.6
WR,Tyler Johnson,12,TB,IND,28,5300,3900,3.9,1.4,1.9,0.5
WR,KhaDarel Hodge,13,DET,MIN,32,4800,3000,3,1.4,1.9,0.6
WR,Tavon Austin,13,JAX,LAR,17,5000,3100,3.1,1.4,1.9,0.6
WR,Tim Patrick,13,DEN,KC,16,5700,4600,4.6,1.4,1.9,0.4
WR,Phillip Dorsett II,14,HOU,SEA,6,4500,3000,3,1.4,1.9,0.6
WR,Racey McMath,14,TEN,JAX,26,4500,3000,3,1.4,1.9,0.6
WR,Courtland Sutton,14,DEN,DET,20,6000,5300,5.3,1.4,1.9,0.4
WR,Keelan Cole,15,NYJ,MIA,27,5000,3500,3.5,1.4,1.9,0.5
WR,Tajaé Sharpe,2,ATL,TB,31,4500,3000,3,1.3,1.8,0.6
WR,Christian Blake,2,ATL,TB,31,4700,3000,3,1.3,1.8,0.6
WR,Robby Anderson,3,CAR,HOU,9,6100,5700,5.7,1.3,1.8,0.3
WR,Quintez Cephus,3,DET,BAL,26,5300,3900,3.9,1.3,1.8,0.5
WR,Darius Slayton,3,NYG,ATL,25,5400,4600,4.6,1.3,1.8,0.4
WR,Tavon Austin,4,JAX,CIN,19,4500,3000,3,1.3,1.8,0.6
WR,Josh Reynolds,5,TEN,JAX,19,5000,3300,3.3,1.3,1.8,0.5
WR,Marquise Goodwin,5,CHI,LV,5,4700,3000,3,1.3,1.8,0.6
WR,Demarcus Robinson,5,KC,BUF,1,4800,3500,3.5,1.3,1.8,0.5
WR,Joshua Palmer,6,LAC,BAL,9,4700,3000,3,1.3,1.8,0.6
WR,Isaiah McKenzie,6,BUF,TEN,32,4600,3000,3,1.3,1.8,0.6
WR,Equanimeous St. Brown,7,GB,WAS,31,4800,3000,3,1.3,1.3,0.4
WR,Marcus Kemp,7,KC,TEN,32,4600,3000,3,1.3,1.8,0.6
WR,Marcus Johnson,8,TEN,IND,26,4800,3000,3,1.3,1.8,0.6
WR,Danny Amendola,8,HOU,LAR,7,4900,3000,3,1.3,2.3,0.8
WR,Jakobi Meyers,9,NE,CAR,5,5500,5200,5.2,1.3,1.8,0.3
WR,Ben Skowronek,10,LAR,SF,10,4800,3000,3,1.3,1.8,0.6
WR,Tyler Johnson,11,TB,NYG,17,5100,3400,3.4,1.3,1.8,0.5
WR,Sammy Watkins,12,BAL,CLE,16,5400,4400,4.4,1.3,1.8,0.4
WR,Jauan Jennings,13,SF,SEA,7,5300,3100,3.1,1.3,1.8,0.6
WR,James Proche II,15,BAL,GB,16,4600,3000,3,1.3,1.8,0.6
WR,Zach Pascal,17,IND,LV,3,5200,3500,3.5,1.3,1.8,0.5
WR,Rashard Higgins,17,CLE,PIT,23,4900,3600,3.6,1.3,1.8,0.5
WR,Zach Pascal,18,IND,JAX,25,5200,3300,3.3,1.2,1.7,0.5
WR,Julio Jones,16,TEN,SF,21,5700,5400,5.4,1.2,1.7,0.3
WR,Darius Slayton,16,NYG,PHI,3,5200,4200,4.2,1.2,1.7,0.4
WR,Tommylee Lewis,16,MIA,NO,24,4500,3000,3,1.2,1.7,0.6
WR,Adam Humphries,3,WAS,BUF,3,4900,3700,3.7,1.2,1.7,0.5
WR,Penny Hart,3,SEA,MIN,31,4500,3000,3,1.2,1.7,0.6
WR,Tyler Boyd,6,CIN,DET,10,6300,5400,5.4,1.2,1.7,0.3
WR,Ashton Dulin,6,IND,HOU,5,4600,3000,3,1.2,1.7,0.6
WR,Chester Rogers,6,TEN,BUF,1,5100,3500,3.5,1.2,1.7,0.5
WR,Demarcus Robinson,7,KC,TEN,32,5300,3400,3.4,1.2,1.7,0.5
WR,Collin Johnson,7,NYG,CAR,12,4900,3000,3,1.2,1.7,0.6
WR,Antoine Wesley,8,ARI,GB,12,4500,3000,3,1.2,1.7,0.6
WR,Noah Brown,8,DAL,MIN,19,4600,3000,3,1.2,1.7,0.6
WR,Dezmon Patmon,9,IND,NYJ,6,4500,3000,3,1.2,1.7,0.6
WR,Kadarius Toney,9,NYG,LV,3,5700,5200,5.2,1.2,1.7,0.3
WR,Malik Turner,10,DAL,ATL,20,4800,3400,3.4,1.2,1.7,0.5
WR,Dax Milne,10,WAS,TB,21,4800,3000,3,1.2,3.2,1.1
WR,Brandon Zylstra,11,CAR,WAS,31,4800,3000,3,1.2,1.7,0.6
WR,Dede Westbrook,11,MIN,GB,5,4700,3000,3,1.2,1.7,0.6
WR,Josh Gordon,11,KC,DAL,23,5000,3000,3,1.2,1.7,0.6
WR,Equanimeous St. Brown,12,GB,LAR,10,4700,3100,3.1,1.2,1.7,0.5
WR,Jalen Reagor,13,PHI,NYJ,22,5100,3200,3.2,1.2,1.7,0.5
WR,Ray-Ray McCloud,13,PIT,BAL,20,4800,3300,3.3,1.2,1.7,0.5
WR,Kendall Hinton,13,DEN,KC,16,4600,3000,3,1.2,1.7,0.6
WR,Tajaé Sharpe,14,ATL,CAR,7,4800,3600,3.6,1.2,1.7,0.5
WR,Tom Kennedy,14,DET,DEN,8,4700,3000,3,1.2,1.7,0.6
WR,John Ross,14,NYG,LAC,2,4700,3200,3.2,1.2,1.7,0.5
WR,Michael Pittman Jr.,15,IND,NE,5,6800,5900,5.9,1.2,1.7,0.3
WR,Odell Beckham Jr.,15,LAR,SEA,6,6500,4900,4.9,1.2,1.7,0.3
WR,Brandon Aiyuk,2,SF,PHI,1,5900,5500,5.5,1.1,1.6,0.3
WR,Nick Westbrook-Ikhine,2,TEN,SEA,15,4500,3000,3,1.1,1.6,0.5
WR,Tajaé Sharpe,3,ATL,NYG,16,4500,3000,3,1.1,1.6,0.5
WR,William Fuller V,4,MIA,IND,28,5300,4800,4.8,1.1,1.6,0.3
WR,DeSean Jackson,4,LAR,ARI,23,5400,3800,3.8,1.1,1.6,0.4
WR,Braxton Berrios,5,NYJ,ATL,24,4700,3500,3.5,1.1,1.6,0.5
WR,Dax Milne,5,WAS,NO,21,4500,3000,3,1.1,1.6,0.5
WR,Zay Jones,5,LV,CHI,29,4900,3000,3,1.1,1.6,0.5
WR,Miles Boykin,6,BAL,LAC,4,4500,3000,3,1.1,1.6,0.5
WR,DeSean Jackson,6,LAR,NYG,13,5400,3700,3.7,1.1,1.6,0.4
WR,Jaelon Darden,7,TB,CHI,21,4500,3000,3,1.1,1.1,0.4
WR,Keelan Cole,7,NYJ,NE,15,5100,3000,3,1.1,1.6,0.5
WR,Denzel Mims,7,NYJ,NE,15,5000,3000,3,1.1,1.6,0.5
WR,Odell Beckham Jr.,8,CLE,PIT,27,5700,4600,4.6,1.1,1.6,0.3
WR,Ihmir Smith-Marsette,8,MIN,DAL,28,4500,3000,3,1.1,1.6,0.5
WR,Willie Snead IV,9,CAR,NE,21,4500,3000,3,1.1,1.6,0.5
WR,Allen Lazard,10,GB,SEA,11,5500,4400,4.4,1.1,1.6,0.4
WR,DeAndre Carter,13,WAS,LV,6,5400,3600,3.6,1.1,1.6,0.4
WR,Dyami Brown,13,WAS,LV,6,4700,3000,3,1.1,1.6,0.5
WR,Cody Hollister,14,TEN,JAX,26,4600,3000,3,1.1,1.6,0.5
WR,Pharoh Cooper,14,NYG,LAC,2,4600,3000,3,1.1,1.6,0.5
WR,Malik Turner,15,DAL,NYG,23,4600,3000,3,1.1,1.6,0.5
WR,Penny Hart,17,SEA,DET,10,4600,3000,3,1.1,1.6,0.5
WR,DeAndre Carter,18,WAS,NYG,16,4900,3400,3.4,1.1,1.1,0.3
WR,Juwann Winfree,18,GB,DET,20,4700,3000,3,1.1,3.6,1.2
WR,Malik Turner,19,DAL,SF,18,4600,3000,3,1.1,1.6,0.5
WR,Allen Lazard,20,GB,SF,18,6000,4400,4.4,1.1,1.6,0.4
WR,Jauan Jennings,20,SF,GB,20,5000,3400,3.4,1.1,1.6,0.5
WR,Terrace Marshall Jr.,16,CAR,TB,11,4600,3000,3,1.1,1.6,0.5
WR,Van Jefferson,16,LAR,MIN,32,6300,5500,5.5,1.1,1.6,0.3
WR,Josh Gordon,17,KC,CIN,16,4700,3000,3,1,1.5,0.5
WR,DeSean Jackson,17,LV,IND,17,5200,3800,3.8,1,1.5,0.4
WR,Amari Rodgers,18,GB,DET,20,4600,3000,3,1,1.5,0.5
WR,Breshad Perriman,19,TB,PHI,2,5200,4700,4.7,1,1.5,0.3
WR,Donovan Peoples-Jones,16,CLE,GB,14,5800,4200,4.2,1,1.5,0.4
WR,Christian Blake,16,ATL,DET,15,4600,3000,3,1,1.5,0.5
WR,David Sills V,16,NYG,PHI,3,4500,3000,3,1,1.5,0.5
WR,KJ Hamler,2,DEN,JAX,16,5500,3800,3.8,1,1.5,0.4
WR,Tyler Johnson,2,TB,ATL,17,4500,3000,3,1,1.5,0.5
WR,Christian Kirk,4,ARI,LAR,13,6000,5300,5.3,1,1.5,0.3
WR,Zay Jones,4,LV,LAC,2,4900,3000,3,1,1.5,0.5
WR,Cole Beasley,5,BUF,KC,26,5600,4700,4.7,1,1.5,0.3
WR,Preston Williams,7,MIA,ATL,23,5200,3100,3.1,1,1.5,0.5
WR,Keke Coutee,7,IND,SF,18,4500,3000,3,1,1.5,0.5
WR,Ashton Dulin,7,IND,SF,18,4600,3000,3,1,2,0.7
WR,Ray-Ray McCloud,8,PIT,CLE,23,4800,3300,3.3,1,1,0.3
WR,Tavon Austin,8,JAX,SEA,13,4900,3100,3.1,1,1.5,0.5
WR,Mohamed Sanu Sr.,9,SF,ARI,18,5100,3400,3.4,1,1.5,0.4
WR,T.Y. Hilton,10,IND,JAX,23,6000,4700,4.7,1,1.5,0.3
WR,Adam Humphries,10,WAS,TB,21,5000,3500,3.5,1,1.5,0.4
WR,Dax Milne,11,WAS,CAR,3,4900,3000,3,1,1.5,0.5
WR,Olamide Zaccheaus,12,ATL,JAX,19,5400,4400,4.4,1,1.5,0.3
WR,Jamison Crowder,12,NYJ,HOU,22,5900,4700,4.7,1,1.5,0.3
WR,K.J. Osborn,12,MIN,SF,7,5100,3400,3.4,1,1.5,0.4
WR,Trent Sherfield,12,SF,MIN,31,4700,3000,3,1,1.5,0.5
WR,Breshad Perriman,13,TB,ATL,23,4500,3000,3,1,1.5,0.5
WR,Tyler Johnson,13,TB,ATL,23,4900,3300,3.3,1,1.5,0.5
WR,Easop Winston Jr.,14,NO,NYJ,15,4500,3000,3,1,1.5,0.5
WR,Isaiah McKenzie,14,BUF,TB,13,4600,3000,3,1,1.5,0.5
WR,Cody Hollister,15,TEN,PIT,24,4600,3000,3,1,1.5,0.5
WR,Tylan Wallace,15,BAL,GB,16,4500,3000,3,1,1.5,0.5
WR,Rashod Bateman,15,BAL,GB,16,5800,5000,5,1,1.5,0.3
WR,Bryan Edwards,4,LV,LAC,2,5300,4100,4.1,0.9,1.4,0.3
WR,James Washington,8,PIT,CLE,23,5100,3800,3.8,0.9,1.4,0.4
WR,Ty Montgomery,8,NO,TB,16,5500,3000,3,0.9,1.4,0.5
WR,Andre Roberts,9,LAC,PHI,4,4500,3000,3,0.9,0.9,0.3
WR,Chris Moore,9,HOU,MIA,31,5000,3000,3,0.9,1.4,0.5
WR,A.J. Green,10,ARI,CAR,4,5600,4600,4.6,0.9,1.4,0.3
WR,Jalen Reagor,10,PHI,DEN,12,5100,3500,3.5,0.9,1.4,0.4
WR,Zach Pascal,11,IND,BUF,1,5400,4000,4,0.9,0.9,0.2
WR,Jauan Jennings,11,SF,JAX,16,4600,3000,3,0.9,1.4,0.5
WR,Preston Williams,12,MIA,CAR,4,4800,3000,3,0.9,1.4,0.5
WR,Christian Kirk,13,ARI,CHI,26,6200,5600,5.6,0.9,1.4,0.3
WR,Denzel Mims,13,NYJ,PHI,3,4800,3000,3,0.9,1.4,0.5
WR,Dede Westbrook,17,MIN,GB,15,4900,3500,3.5,0.9,1.4,0.4
WR,Gunner Olszewski,16,NE,BUF,1,4500,3000,3,0.9,0.9,0.3
WR,Kenny Stills,16,NO,MIA,25,4600,3000,3,0.9,1.4,0.5
WR,Marquez Valdes-Scantling,17,GB,MIN,32,5800,5100,5.1,0.8,1.3,0.3
WR,Adam Humphries,18,WAS,NYG,16,5000,3700,3.7,0.8,1.3,0.4
WR,Chester Rogers,20,TEN,CIN,15,4700,3200,3.2,0.8,1.3,0.4
WR,Chester Rogers,16,TEN,SF,21,5200,3600,3.6,0.8,1.3,0.4
WR,Ty Montgomery,2,NO,CAR,22,4700,4000,4,0.8,1.3,0.3
WR,Isaiah McKenzie,3,BUF,WAS,23,4600,3100,3.1,0.8,0.8,0.3
WR,Anthony Miller,4,HOU,BUF,1,5200,3700,3.7,0.8,1.3,0.4
WR,Curtis Samuel,5,WAS,NO,21,5200,3000,3,0.8,0.8,0.3
WR,Isaiah Ford,5,MIA,TB,31,4500,3000,3,0.8,1.3,0.4
WR,Willie Snead IV,5,LV,CHI,29,4800,3000,3,0.8,1.3,0.4
WR,Phillip Dorsett II,6,SEA,PIT,31,4500,3000,3,0.8,1.3,0.4
WR,KhaDarel Hodge,7,DET,LAR,13,4900,3000,3,0.8,1.3,0.4
WR,Jauan Jennings,10,SF,LAR,8,4600,3000,3,0.8,1.3,0.4
WR,Damiere Byrd,11,CHI,BAL,14,4600,3000,3,0.8,1.3,0.4
WR,Stanley Morgan,11,CIN,LV,6,4500,3000,3,0.8,1.3,0.4
WR,Jaelon Darden,11,TB,NYG,17,4700,3000,3,0.8,1.3,0.4
WR,James Washington,12,PIT,CIN,8,5300,3900,3.9,0.8,1.3,0.3
WR,Ja'Marr Chase,15,CIN,DEN,8,7500,7100,7.1,0.8,1.3,0.2
WR,Greg Ward,18,PHI,DAL,26,4700,3300,3.3,0.78,1.28,0.4
WR,Tyreek Hill,18,KC,DEN,8,8200,8000,8,0.7,1.2,0.2
WR,Jeff Smith,18,NYJ,BUF,1,4700,3100,3.1,0.7,1.2,0.4
WR,Preston Williams,2,MIA,BUF,10,4800,3000,3,0.7,1.2,0.4
WR,Laviska Shenault Jr.,2,JAX,DEN,23,5600,4900,4.9,0.7,1.7,0.3
WR,Amon-Ra St. Brown,3,DET,BAL,26,5000,3300,3.3,0.7,1.2,0.4
WR,Terrace Marshall Jr.,4,CAR,DAL,24,5000,4000,4,0.7,1.2,0.3
WR,Ray-Ray McCloud,4,PIT,GB,10,4600,3200,3.2,0.7,1.2,0.4
WR,Robby Anderson,9,CAR,NE,21,5500,4500,4.5,0.7,1.2,0.3
WR,Demarcus Robinson,9,KC,GB,7,5200,3400,3.4,0.7,1.2,0.4
WR,Anthony Miller,12,PIT,CIN,8,4500,3000,3,0.7,1.2,0.4
WR,Chester Rogers,12,TEN,NE,5,5300,3500,3.5,0.7,1.2,0.3
WR,C.J. Board,2,NYG,WAS,25,4600,3000,3,0.6,0.6,0.2
WR,Isaiah McKenzie,2,BUF,MIA,5,4600,3200,3.2,0.6,1.1,0.3
WR,JuJu Smith-Schuster,5,PIT,DEN,13,5900,5000,5,0.6,0.6,0.1
WR,Ray-Ray McCloud,5,PIT,DEN,13,4700,3100,3.1,0.6,1.1,0.4
